File name,Date,Sample ID,Replicate number,Mouse ID,Sex,Age,Genotype,Stress-relaxation 60s,Rate of change of stress 60s,S60 clamped,Hysteresis strain energy per unit volume,Hysteresis %,Average diameter (um),C.s.a (um squared),C.s.a (mm squared),Sample length (mm),Failure force (N) - corrected,Failure stress (MPa) - corrected,Failure strain (%) - corrected,Failure extension (mm) - corrected,Max modulus (sliding window),Stress at max modulus (sliding window),Strain at max modulus (sliding window),Time at max modulus (s),Force at max modulus (N),Displacement at max modulus (mm),Max modulus fit R2,Max modulus fit intercept (MPa),Max modulus fit n points,SNR preconditioning,SNR hold,SNR failure,SNR preconditioning pass,SNR hold pass,SNR failure pass,Residual preconditioning,Residual hold,Residual failure,Residual preconditioning pass,Residual hold pass,Residual failure pass,Range preconditioning,Range hold,Range failure,Range preconditioning pass,Range hold pass,Range failure pass,Preconditioning pass,Hold pass,Failure pass,Force-Time plot,Force-Extension plot
210429 MRC Sample C4Data.csv,29.04.2021,C,4,161.2,M,8wks,oim Hom,1.934927015,-0.003220284705,False,0.07492215143,31.12127142,64.246,3241.769024,0.003241769,14.001,0.076,23.44398999,4.778230126,0.669,983.1725002,7.711838814,0.01607028069,784.8,0.03,0.225,0.8045676337,-8.58156206,170,4.937181331,5.130920734,11.23014785,True,True,True,0.08883955581,0.11299699,0.06047265643,False,False,True,0.061,0.041,0.081,True,True,True,False,False,True,results/plots/210429_Sample_C4_force_time.png,results/plots/210429_Sample_C4_force_extension.png
210429 MRC Sample C5Data.csv,29.04.2021,C,5,161.2,M,8wks,oim Hom,100,-0.01701292905,False,0.002794296536,8.487212838,76.04033333,4541.276083,0.004541276,12,0.158,34.79198357,13.10833333,1.573,869.3508104,7.927287397,0.0395,789,0.036,0.474,0.7909184194,-28.3514379,149,3.296360982,2.645116184,105.3992222,True,False,True,0.05519080176,0.0897406002,0.0186364946,True,False,True,0.02,0.015,0.158,True,True,True,True,False,True,results/plots/210429_Sample_C5_force_time.png,results/plots/210429_Sample_C5_force_extension.png
210429 MRC Sample C6Data.csv,29.04.2021,C,6,161.2,M,8wks,oim Hom,6.049915322,-0.01501961188,False,0.1523654627,33.40420459,58.413,2679.840241,0.00267984,12,0.107,39.92775688,6.208333333,0.745,1492.219367,15.29942086,0.0275,786.84,0.056,0.33,0.7756446075,-24.09634468,165,17.63215377,5.821375187,17.15186484,True,True,True,0.06803231674,0.09136625442,0.0404393175,True,False,True,0.081,0.061,0.122,True,True,True,True,False,True,results/plots/210429_Sample_C6_force_time.png,results/plots/210429_Sample_C6_force_extension.png
210429 MRC Sample C7Data.csv,29.04.2021,C,7,161.2,M,8wks,oim Hom,100,0.002058669009,True,6.789777977e-05,0.1999277246,95.38866667,7146.336105,0.007146336,12.001,0.046,6.436864989,10.39913341,1.248,283.9076455,0.699659238,0.06457795184,793.5,0.02,0.775,0.563545958,-16.36946307,111,0.8238443927,0.7954438691,5.974610271,False,False,True,0.2476928032,0.2468627056,0.08984895852,False,False,False,0.025,0.025,0.061,True,True,True,False,False,False,results/plots/210429_Sample_C7_force_time.png,results/plots/210429_Sample_C7_force_extension.png
210429 MRC Sample C8Data.csv,29.04.2021,C,8,161.2,M,8wks,oim Hom,100,0.0005596626638,True,0.0009064673796,1.022194035,60.41166667,2866.365159,0.002866365,12,0.046,16.04820042,19.45833333,2.335,1215.375318,7.326352366,0.1910833333,816.33,0.036,2.293,0.2885652585,-225.1385138,13,0.7553328693,0.9945894869,6.332702188,False,False,True,0.2473733038,0.2474609883,0.09481322378,False,False,False,0.025,0.025,0.061,True,True,True,False,False,False,results/plots/210429_Sample_C8_force_time.png,results/plots/210429_Sample_C8_force_extension.png
210429 MRC Sample D1Data.csv,29.04.2021,D,1,26.3,M,52wks,Tm1b Het,84.25040985,-0.02695733208,False,0.01493611596,39.60215439,144.394,16375.25894,0.016375259,14,0.398,24.30495908,16.93571429,2.371,279.7856019,11.54180218,0.09864285714,799.63,0.199,1.381,0.8133718414,-16.34751423,182,6.480331988,4.930835083,61.76581611,True,True,True,0.09486372728,0.1366764576,0.01269681586,False,False,True,0.061,0.041,0.408,True,True,True,False,False,True,results/plots/210429_Sample_D1_force_time.png,results/plots/210429_Sample_D1_force_extension.png
210429 MRC Sample D10Data.csv,29.04.2021,D,10,26.3,M,52wks,Tm1b Het,30.8345293,-0.003013092437,False,0.06297215658,72.41388568,106.1816667,8855.007991,0.008855008,14,0.081,9.147366101,11.67857143,1.635,306.9487388,3.387913371,0.04614285714,790.19,0.03,0.646,0.6313872831,-11.29423294,177,3.605695963,1.003803989,9.615093168,True,False,True,0.1387943056,0.2935117134,0.06540721917,False,False,True,0.041,0.02,0.081,True,True,True,False,False,True,results/plots/210429_Sample_D10_force_time.png,results/plots/210429_Sample_D10_force_extension.png
210429 MRC Sample D2Data.csv,29.04.2021,D,2,26.3,M,52wks,Tm1b Het,9.787838449,-0.002628615242,False,0.01683360918,38.86399948,163.4396667,20979.9678,0.020979968,14,0.153,7.292670799,12.85714286,1.8,187.2445883,2.669212842,0.05121428571,791.11,0.061,0.717,0.8201226066,-7.014385741,179,2.159853908,5.005459937,19.89652795,False,True,True,0.1395247485,0.123134632,0.03122958527,False,False,True,0.041,0.041,0.158,True,True,True,False,False,True,results/plots/210429_Sample_D2_force_time.png,results/plots/210429_Sample_D2_force_extension.png
210429 MRC Sample D3Data.csv,29.04.2021,D,3,26.3,M,52wks,Tm1b Het,100,-0.0009901363288,True,0.06786513188,71.22642491,122.6436667,11813.54211,0.011813542,14,0.102,8.634159002,14.20714286,1.989,256.7497937,0.8464861766,0.02714285714,786.78,0.025,0.38,0.6904139182,-6.163917245,96,2.360320125,1.059123055,16.89369741,False,False,True,0.09654605878,0.2445838514,0.0413785815,False,False,True,0.061,0.025,0.117,True,True,True,False,False,True,results/plots/210429_Sample_D3_force_time.png,results/plots/210429_Sample_D3_force_extension.png
210429 MRC Sample D4Data.csv,29.04.2021,D,4,26.3,M,52wks,Tm1b Het,28.16279578,-0.009995074569,False,0.03771671955,37.75642568,138.2323333,15007.52788,0.015007528,14.001,0.225,14.99247578,15.42746947,2.16,249.1937368,4.797592248,0.08106563817,796.46,0.092,1.135,0.8127089791,-15.18347589,180,21.94701538,4.528018699,32.76351496,True,True,True,0.06508973602,0.1394066282,0.02104818053,True,False,True,0.087,0.041,0.245,True,True,True,True,False,True,results/plots/210429_Sample_D4_force_time.png,results/plots/210429_Sample_D4_force_extension.png
210429 MRC Sample D5Data.csv,29.04.2021,D,5,26.3,M,52wks,Tm1b Het,15.80629531,-0.01055645118,False,0.09681455077,53.72810899,98.077,7554.821847,0.007554822,14.001,0.148,19.59013727,15.47032355,2.166,448.9389042,1.323657923,0.0217127348,785.8,0.03,0.304,0.6930154941,-8.821807692,65,7.106625983,4.167512378,20.95075504,True,True,True,0.07025684922,0.1226144115,0.02438025262,True,False,True,0.081,0.041,0.168,True,True,True,True,False,True,results/plots/210429_Sample_D5_force_time.png,results/plots/210429_Sample_D5_force_extension.png
210429 MRC Sample D6Data.csv,29.04.2021,D,6,26.3,M,52wks,Tm1b Het,100,-0.02119580988,True,0.09241649211,59.77762743,103.931,8483.59824,0.008483598,14.001,0.163,19.21354595,13.88472252,1.944,422.9531151,3.654109966,0.05063924005,791,0.051,0.709,0.7817455673,-17.13228961,181,8.056553896,1.779418943,24.33644587,True,False,True,0.07265875038,0.2054106147,0.02777308545,True,False,True,0.081,0.03,0.183,True,True,True,True,False,True,results/plots/210429_Sample_D6_force_time.png,results/plots/210429_Sample_D6_force_extension.png
210429 MRC Sample D7Data.csv,29.04.2021,D,7,26.3,M,52wks,Tm1b Het,43.08541484,-0.02683693461,False,0.08692269835,47.63936283,106.0366667,8830.839987,0.00883084,14.001,0.245,27.7436801,13.63474038,1.909,440.2033424,9.851837424,0.06585243911,793.73,0.087,0.922,0.8062788897,-18.25823668,181,28.04527885,4.932458735,36.33126274,True,True,True,0.06570764809,0.1450889317,0.02410565639,True,False,True,0.087,0.041,0.245,True,True,True,True,False,True,results/plots/210429_Sample_D7_force_time.png,results/plots/210429_Sample_D7_force_extension.png
210429 MRC Sample D8Data.csv,29.04.2021,D,8,26.3,M,52wks,Tm1b Het,64.41992751,-0.06981904001,False,0.1014421848,37.65175387,75.01,4419.042845,0.004419043,14.001,0.27,61.0992018,14.71323477,2.06,886.3735003,26.47632078,0.07913720449,796.12,0.127,1.108,0.7658815789,-42.01333414,180,9.205454959,4.602634683,38.52066603,True,True,True,0.07104012566,0.1447236726,0.01811441122,True,False,True,0.081,0.041,0.28,True,True,True,True,False,True,results/plots/210429_Sample_D8_force_time.png,results/plots/210429_Sample_D8_force_extension.png
210429 MRC Sample D9Data.csv,29.04.2021,D,9,26.3,M,52wks,Tm1b Het,100,-0.00120457422,True,0.07989668352,63.52334624,96.04966667,7245.720969,0.007245721,14,0.082,11.31702421,15.14285714,2.12,327.0286391,5.658512107,0.09178571429,798.39,0.056,1.285,0.6797761419,-24.33513887,104,5.743060683,0.9251457578,12.28784222,True,False,True,0.1062801643,0.2431827049,0.04585497059,False,False,True,0.056,0.025,0.097,True,True,True,False,False,True,results/plots/210429_Sample_D9_force_time.png,results/plots/210429_Sample_D9_force_extension.png
210430 MRC Sample A1Data.csv,30.04.2021,A,1,109.3,M,8wks,oim Wt,10.49548695,-0.0243964882,False,0.1236395571,42.94650353,106.254,8867.076555,0.008867077,14,0.331,37.32909954,6.828571429,0.956,969.7492278,14.32264544,0.02342857143,786.12,0.122,0.328,0.9419208713,-8.512565478,180,17.45423421,54.40663436,131.9222465,True,True,True,0.01637294268,0.02435388979,0.02655314321,True,True,True,0.194,0.147,0.346,True,True,True,True,True,True,results/plots/210430_Sample_A1_force_time.png,results/plots/210430_Sample_A1_force_extension.png
210430 MRC Sample A10Data.csv,30.04.2021,A,10,109.3,M,8wks,oim Wt,35.54460683,-0.05410800336,False,0.08589416802,53.11083215,99.40033333,7760.068643,0.007760069,14,0.188,24.22658871,5.785714286,0.81,855.7393823,13.78853719,0.03078571429,787.44,0.107,0.431,0.8410491177,-13.40585498,96,9.73536058,50.18984047,122.5849478,True,True,True,0.03089821908,0.03986731569,0.02559565464,True,True,True,0.091,0.086,0.188,True,True,True,True,True,True,results/plots/210430_Sample_A10_force_time.png,results/plots/210430_Sample_A10_force_extension.png
210430 MRC Sample A2Data.csv,30.04.2021,A,2,109.3,M,8wks,oim Wt,0.9684222949,-0.001502114193,False,0.07619042938,49.25424717,104.1333333,8516.662202,0.008516662,14.001,0.254,29.8238911,8.049425041,1.127,661.452537,13.15069214,0.02671237769,786.7,0.112,0.374,0.8983012737,-6.204787409,181,11.47810957,33.9101478,170.2321969,True,True,True,0.03257108638,0.03304196296,0.02040526595,True,True,True,0.097,0.087,0.254,True,True,True,True,True,True,results/plots/210430_Sample_A2_force_time.png,results/plots/210430_Sample_A2_force_extension.png
210430 MRC Sample A3Data.csv,30.04.2021,A,3,109.3,M,8wks,oim Wt,18.6519612,-0.02727156334,False,0.04244915246,46.46613037,128.6703333,13003.09493,0.013003095,14.001,0.387,29.76214509,7.149489322,1.001,651.5902992,9.382381656,0.02521248482,786.43,0.122,0.353,0.9384685574,-7.308045877,180,16.12331152,76.73305707,279.7937758,True,True,True,0.02662289897,0.03530812136,0.03758420557,True,True,True,0.122,0.117,0.387,True,True,True,True,True,True,results/plots/210430_Sample_A3_force_time.png,results/plots/210430_Sample_A3_force_extension.png
210430 MRC Sample A4Data.csv,30.04.2021,A,4,109.3,M,8wks,oim Wt,12.38822163,-0.01735125236,False,0.06590393705,49.66399547,111.4163333,9749.618112,0.009749618,14,0.341,34.97572931,9,1.26,842.230744,12.51331078,0.03014285714,787.32,0.122,0.422,0.9566026277,-12.90758191,181,11.93008978,56.77084344,242.1808485,True,True,True,0.02799401439,0.02824603069,0.01666488655,True,True,True,0.097,0.097,0.351,True,True,True,True,True,True,results/plots/210430_Sample_A4_force_time.png,results/plots/210430_Sample_A4_force_extension.png
210430 MRC Sample A5Data.csv,30.04.2021,A,5,109.3,M,8wks,oim Wt,7.864500332,-0.01170409077,False,0.09920274402,51.03068818,103.3093333,8382.411928,0.008382412,14.001,0.188,22.42791216,7.913720449,1.108,687.7749849,12.76482234,0.03171202057,787.6,0.107,0.444,0.8072177897,-9.043927288,79,12.89368914,54.82010557,127.7327853,True,True,True,0.02928328553,0.04548724681,0.01422809269,True,True,True,0.097,0.096,0.198,True,True,True,True,True,True,results/plots/210430_Sample_A5_force_time.png,results/plots/210430_Sample_A5_force_extension.png
210430 MRC Sample A6Data.csv,30.04.2021,A,6,109.3,M,8wks,oim Wt,17.26100248,-0.02073575296,False,0.04554308984,46.12411968,142.558,15961.47673,0.015961477,14.001,0.484,30.32300833,8.506535247,1.191,651.9489671,5.763877616,0.02371259196,786.16,0.092,0.332,0.9480271937,-9.292134593,180,17.28055672,59.08757576,259.5408469,True,True,True,0.01950330741,0.03270298462,0.02496229918,True,True,True,0.137,0.132,0.499,True,True,True,True,True,True,results/plots/210430_Sample_A6_force_time.png,results/plots/210430_Sample_A6_force_extension.png
210430 MRC Sample A7Data.csv,30.04.2021,A,7,109.3,M,8wks,oim Wt,12.96338364,-0.01839056886,False,0.07752385684,53.01436573,101.314,8061.740337,0.00806174,14.001,0.183,22.69981418,7.713734733,1.08,589.9416359,12.65235545,0.03406899507,788.03,0.107,0.477,0.759784046,-7.45724024,70,9.004234382,17.61316885,36.86996023,True,True,True,0.05428681501,0.06124788296,0.03482241392,True,True,True,0.081,0.081,0.188,True,True,True,True,True,True,results/plots/210430_Sample_A7_force_time.png,results/plots/210430_Sample_A7_force_extension.png
210430 MRC Sample A8Data.csv,30.04.2021,A,8,109.3,M,8wks,oim Wt,1.616374704,-0.002264807055,False,0.09024751824,42.17865304,86.364,5858.081087,0.005858081,14,0.163,27.82481157,6.885714286,0.964,730.1329645,11.26648812,0.028,786.85,0.066,0.392,0.8166818032,-9.438216933,180,8.548855493,36.17273071,114.8272669,True,True,True,0.03192982175,0.0591346658,0.04037449762,True,True,True,0.086,0.066,0.168,True,True,True,True,True,True,results/plots/210430_Sample_A8_force_time.png,results/plots/210430_Sample_A8_force_extension.png
210430 MRC Sample A9Data.csv,30.04.2021,A,9,109.3,M,8wks,oim Wt,46.34397573,-0.01446166453,False,0.0419955708,40.89604603,109.6263333,9438.862469,0.009438862,14,0.234,24.79112418,9.542857143,1.336,666.5450863,11.86583722,0.03785714286,788.67,0.112,0.53,0.9114404888,-14.75122278,179,14.26000141,15.96290726,151.2445217,True,True,True,0.04181724341,0.08065594829,0.02087524074,True,False,True,0.061,0.051,0.239,True,True,True,True,False,True,results/plots/210430_Sample_A9_force_time.png,results/plots/210430_Sample_A9_force_extension.png
210430 MRC Sample B1Data.csv,30.04.2021,B,1,105.1,M,8wks,oim Het,41.71181138,-0.07022246478,False,0.04372656382,28.31770623,92.08833333,6660.381521,0.006660382,14.001,0.254,38.13595076,12.9847868,1.818,632.7535036,17.56656,0.03506892365,788.21,0.117,0.491,0.8148485836,-7.08130709,180,10.27457734,10.21607702,55.82175932,True,True,True,0.06671167975,0.06217323428,0.01945919574,True,True,True,0.081,0.081,0.254,True,True,True,True,True,True,results/plots/210430_Sample_B1_force_time.png,results/plots/210430_Sample_B1_force_extension.png
210430 MRC Sample B10Data.csv,30.04.2021,B,10,105.1,M,8wks,oim Het,67.83654917,-0.05739273431,False,0.06782205604,62.67619882,97.52066667,7469.356781,0.007469357,14,0.158,21.15309256,7.578571429,1.061,530.9345752,5.48909364,0.02542857143,786.47,0.041,0.356,0.7967796551,-9.362552892,156,4.719745914,8.446157705,46.73800808,True,True,True,0.06697029099,0.1140325585,0.02632665313,True,False,True,0.061,0.041,0.158,True,True,True,True,False,True,results/plots/210430_Sample_B10_force_time.png,results/plots/210430_Sample_B10_force_extension.png
210430 MRC Sample B2Data.csv,30.04.2021,B,2,105.1,M,8wks,oim Het,72.74298835,-0.07578764433,False,0.07099831835,64.09135432,88.85366667,6200.698143,0.006200698,14.001,0.204,32.89952196,12.84193986,1.798,659.8038654,15.64340015,0.05063924005,791,0.097,0.709,0.7942357855,-18.14899705,181,13.80842698,27.19896598,152.2184769,True,True,True,0.05492449349,0.08810697111,0.03020874469,True,False,True,0.046,0.046,0.214,True,True,True,True,False,True,results/plots/210430_Sample_B2_force_time.png,results/plots/210430_Sample_B2_force_extension.png
210430 MRC Sample B3Data.csv,30.04.2021,B,3,105.1,M,8wks,oim Het,32.27505405,-0.04964675051,False,0.04984612703,36.49790103,99.08366667,7710.703804,0.007710704,14.001,0.224,29.05052509,11.692022,1.637,539.083092,8.559529713,0.02456967359,786.32,0.066,0.344,0.7923281964,-5.106397276,181,9.764195142,50.21410842,149.9646974,True,True,True,0.04092671802,0.04683627983,0.0276110591,True,True,True,0.081,0.081,0.229,True,True,True,True,True,True,results/plots/210430_Sample_B3_force_time.png,results/plots/210430_Sample_B3_force_extension.png
210430 MRC Sample B4Data.csv,30.04.2021,B,4,105.1,M,8wks,oim Het,33.41541399,-0.06321216119,False,0.06765285639,33.18737506,88.06666667,6091.342207,0.006091342,14.001,0.27,44.32520781,14.35611742,2.01,710.4577132,17.56591569,0.03349760731,787.92,0.112,0.469,0.8135264675,-8.397979823,181,9.375639965,10.44299962,42.82190247,True,True,True,0.07000249384,0.07290675702,0.02785219163,True,True,True,0.081,0.081,0.275,True,True,True,True,True,True,results/plots/210430_Sample_B4_force_time.png,results/plots/210430_Sample_B4_force_extension.png
210430 MRC Sample B5Data.csv,30.04.2021,B,5,105.1,M,8wks,oim Het,15.2640941,-0.04217411155,False,0.1059739178,35.49150825,75.82533333,4515.631955,0.004515632,14,0.321,71.08639499,13.19285714,1.847,1045.61825,25.90999444,0.03078571429,787.43,0.117,0.431,0.8458886401,-9.624218312,180,10.45992347,12.07352701,49.09138535,True,True,True,0.06241234925,0.07050899888,0.03005122885,True,True,True,0.087,0.081,0.321,True,True,True,True,True,True,results/plots/210430_Sample_B5_force_time.png,results/plots/210430_Sample_B5_force_extension.png
210430 MRC Sample B6Data.csv,30.04.2021,B,6,105.1,M,8wks,oim Het,13.62481041,-0.01316003418,False,0.07489267778,62.69130911,106.28,8871.416574,0.008871417,14,0.249,28.06766946,8.085714286,1.132,653.3437066,9.130446692,0.03071428571,787.42,0.081,0.43,0.8475424605,-11.396481,181,5.923313359,35.70205349,169.8751461,True,True,True,0.04026616215,0.05305840469,0.0172029947,True,True,True,0.066,0.066,0.249,True,True,True,True,True,True,results/plots/210430_Sample_B6_force_time.png,results/plots/210430_Sample_B6_force_extension.png
210430 MRC Sample B7Data.csv,30.04.2021,B,7,105.1,M,8wks,oim Het,39.17418185,-0.0300675543,False,0.07541921515,56.33549166,106.9863333,8989.726686,0.008989727,14.001,0.244,27.1420923,8.377973002,1.173,542.2934167,9.677713239,0.03792586244,788.72,0.087,0.531,0.8854117572,-10.55059623,181,7.028224065,28.88820731,168.0130726,True,True,True,0.03440135778,0.06756535772,0.0146584092,True,True,True,0.071,0.046,0.249,True,True,True,True,True,True,results/plots/210430_Sample_B7_force_time.png,results/plots/210430_Sample_B7_force_extension.png
210430 MRC Sample B8Data.csv,30.04.2021,B,8,105.1,M,8wks,oim Het,3.555494383,-0.006247797347,False,0.06158438371,34.41451407,93.47633333,6862.671623,0.006862672,14,0.326,47.50336312,15.11428571,2.116,668.9087803,17.04875302,0.03092857143,787.46,0.117,0.433,0.8248104216,-5.96528012,180,9.705384362,52.50805066,225.3385149,True,True,True,0.03551996866,0.05529243913,0.02507227,True,True,True,0.087,0.081,0.326,True,True,True,True,True,True,results/plots/210430_Sample_B8_force_time.png,results/plots/210430_Sample_B8_force_extension.png
210430 MRC Sample B9Data.csv,30.04.2021,B,9,105.1,M,8wks,oim Het,41.20987998,-0.0688656011,False,0.04312473234,25.51281205,88.97766667,6218.017025,0.006218017,14,0.234,37.63257643,12.58571429,1.762,657.1543775,14.79571381,0.03578571429,788.33,0.102,0.501,0.7812060167,-9.183970837,180,9.22072889,9.615272587,39.15419065,True,True,True,0.06997183918,0.06950310316,0.03269315632,True,True,True,0.081,0.081,0.244,True,True,True,True,True,True,results/plots/210430_Sample_B9_force_time.png,results/plots/210430_Sample_B9_force_extension.png
210430 MRC Sample C1Data.csv,30.04.2021,C,1,161.3,M,8wks,oim Hom,100,-0.005897743127,True,-0.004142801772,-179.5448593,106.3206667,8878.206944,0.008878207,6.001,0.005,0.5631767766,18.21363106,1.093,0,0,0,781.42,0.02,0,,0,29,3.191282592,0.4348155323,0.9746940769,True,False,False,0.2099382833,0.2451654451,0.2485250412,False,False,False,0.025,0.025,0.025,True,True,True,False,False,False,results/plots/210430_Sample_C1_force_time.png,results/plots/210430_Sample_C1_force_extension.png
210430 MRC Sample C10Data.csv,30.04.2021,C,10,161.3,M,8wks,oim Hom,69.98016129,-0.00115521011,False,-6.880685052e-05,-14.93784667,124.133,12102.20163,0.012102202,6,0.285,23.5494334,42.66666667,2.56,417.3725532,13.05547536,0.272,830.87,0.158,1.632,0.811215614,-101.8346349,153,3.274307042,2.564562722,180.2335646,True,False,True,0.08446262197,0.0788551133,0.02176317122,False,True,True,0.015,0.015,0.285,True,True,True,False,True,True,results/plots/210430_Sample_C10_force_time.png,results/plots/210430_Sample_C10_force_extension.png
210430 MRC Sample C2Data.csv,30.04.2021,C,2,161.3,M,8wks,oim Hom,100,-0.0004608834095,True,0.0004955200398,1.383054985,92.48533333,6717.932157,0.006717932,6.001,0.026,3.870238639,4.015997334,0.241,101.1550727,1.488553323,0.03966005666,789.02,0.025,0.238,0.2091164286,-2.940107827,23,0.7685015409,0.6166481021,5.244084339,False,False,True,0.2471341051,0.2474169503,0.1255422351,False,False,False,0.025,0.025,0.041,True,True,True,False,False,False,results/plots/210430_Sample_C2_force_time.png,results/plots/210430_Sample_C2_force_extension.png
210430 MRC Sample C4Data.csv,30.04.2021,C,4,161.3,M,8wks,oim Hom,33.32194256,-0.001816895292,False,9.672269154e-05,0.3785019215,108.897,9313.688581,0.009313689,6,0.02,2.147376834,0,0,,,,,,,,,0,1.209532714,0.6003258641,0.7425837775,False,False,False,0.2461000958,0.2464219857,0.3104189529,False,False,False,0.025,0.025,0.02,True,True,True,False,False,False,results/plots/210430_Sample_C4_force_time.png,results/plots/210430_Sample_C4_force_extension.png
210430 MRC Sample C5Data.csv,30.04.2021,C,5,161.3,M,8wks,oim Hom,100,-0.02118193914,True,-7.75633032e-05,-0.1816737171,84.27433333,5578.025979,0.005578026,6,0.005,0.8963744522,5.616666667,0.337,0,0,0,781.42,0.02,0,,0,24,0.340575464,0.4719657666,0.862850958,False,False,False,0.246346273,0.2466303056,0.2460736494,False,False,False,0.025,0.025,0.025,True,True,True,False,False,False,results/plots/210430_Sample_C5_force_time.png,results/plots/210430_Sample_C5_force_extension.png
210430 MRC Sample C6Data.csv,30.04.2021,C,6,161.3,M,8wks,oim Hom,100,-0.01854751514,True,-0.0005453791314,-1.474944082,90.36166667,6412.957277,0.006412957,6,0.01,1.559343061,7.95,0.477,,,,,,,,,0,0.2277580924,0.2943598197,0.5429102402,False,False,False,0.2470632248,0.2472168426,0.2472694274,False,False,False,0.025,0.025,0.025,True,True,True,False,False,False,results/plots/210430_Sample_C6_force_time.png,results/plots/210430_Sample_C6_force_extension.png
210430 MRC Sample C8Data.csv,30.04.2021,C,8,161.3,M,8wks,oim Hom,,0.00184889143,False,-0.00157901571,-91.49301813,124.0973333,12095.24806,0.012095248,6,0.087,7.192907496,17.95,1.077,291.7138228,2.562990027,0.07866666667,796.01,0.031,0.472,0.7390555258,-20.96310963,175,4.562672722,3.190443854,56.502566,True,True,True,0.1040161185,0.1075628481,0.05164765232,False,False,True,0.02,0.015,0.087,True,True,True,False,False,True,results/plots/210430_Sample_C8_force_time.png,results/plots/210430_Sample_C8_force_extension.png
210430 MRC Sample D1Data.csv,30.04.2021,D,1,33.1,M,52wks,Tm1b Het,2.027769425,-0.0007014476787,False,0.06404944507,67.58143779,137.5693333,14863.91272,0.014863913,14,0.316,21.25954316,11.65714286,1.632,394.3533037,5.853102073,0.03728571429,788.6,0.097,0.522,0.9171157094,-8.906239944,180,22.10356543,4.801099664,47.70914978,True,True,True,0.07107531439,0.1169261681,0.01674153736,True,False,True,0.081,0.041,0.326,True,True,True,True,False,True,results/plots/210430_Sample_D1_force_time.png,results/plots/210430_Sample_D1_force_extension.png
210430 MRC Sample D10Data.csv,30.04.2021,D,10,33.1,M,52wks,Tm1b Het,4.229671477,-0.00489798491,False,0.05020360653,33.16578261,116.9293333,10738.33203,0.010738332,14.001,0.504,46.9346636,13.16334548,1.843,647.5145988,27.56480243,0.0724948218,794.93,0.316,1.015,0.8200831313,-19.19119184,82,12.21976299,11.35887623,90.05591073,True,True,True,0.04752773215,0.0520374814,0.014594624,True,True,True,0.117,0.087,0.524,True,True,True,True,True,True,results/plots/210430_Sample_D10_force_time.png,results/plots/210430_Sample_D10_force_extension.png
210430 MRC Sample D2Data.csv,30.04.2021,D,2,33.1,M,52wks,Tm1b Het,0.4379077555,-0.0008167038594,False,0.1161315989,38.04800957,116.7366667,10702.97369,0.010702974,14.001,0.381,35.5975825,8.892221984,1.245,632.8381173,16.63089156,0.03199771445,787.65,0.219,0.448,0.8974951166,-4.627243838,180,7.779921197,28.48036109,82.44347431,True,True,True,0.02950589027,0.03028206206,0.01248205346,True,True,True,0.163,0.147,0.422,True,True,True,True,True,True,results/plots/210430_Sample_D2_force_time.png,results/plots/210430_Sample_D2_force_extension.png
210430 MRC Sample D3Data.csv,30.04.2021,D,3,33.1,M,52wks,Tm1b Het,100,-0.002644913818,True,0.03580823912,47.3977277,121.7426667,11640.60365,0.011640604,14.001,0.275,23.62420369,13.44903935,1.883,361.7782119,7.04430801,0.05378187272,791.57,0.092,0.753,0.8278560972,-12.07308821,180,6.500399611,0.7973183459,47.659848,True,False,True,0.09381762277,0.2419293936,0.01653645169,False,False,True,0.061,0.025,0.285,True,True,True,False,False,True,results/plots/210430_Sample_D3_force_time.png,results/plots/210430_Sample_D3_force_extension.png
210430 MRC Sample D4Data.csv,30.04.2021,D,4,33.1,M,52wks,Tm1b Het,80.14961958,-0.03831028685,False,0.1020962017,48.08591455,118.3663333,11003.89076,0.011003891,14,0.265,24.08239049,12.14285714,1.7,398.1249609,9.269448416,0.05192857143,791.22,0.117,0.727,0.7506562105,-12.91186809,179,20.00165532,4.575735462,40.77899802,True,True,True,0.04607842387,0.1322590169,0.01650750077,True,False,True,0.122,0.041,0.28,True,True,True,True,False,True,results/plots/210430_Sample_D4_force_time.png,results/plots/210430_Sample_D4_force_extension.png
210430 MRC Sample D5Data.csv,30.04.2021,D,5,33.1,M,52wks,Tm1b Het,100,-0.004093532786,False,0.01276726256,55.69943852,133.9336667,14088.6506,0.014088651,14,0.117,8.304556625,11.94285714,1.672,243.4284963,2.555248192,0.04871428571,790.65,0.036,0.682,0.8210606108,-9.85595106,166,1.333935007,3.46983309,78.21364445,False,True,True,0.06750508097,0.0478387651,0.03900345208,True,True,True,0.025,0.02,0.117,True,True,True,True,True,True,results/plots/210430_Sample_D5_force_time.png,results/plots/210430_Sample_D5_force_extension.png
210430 MRC Sample D6Data.csv,30.04.2021,D,6,33.1,M,52wks,Tm1b Het,92.63151013,-0.04215288918,False,0.07254804904,59.73724602,123.8926667,12055.38496,0.012055385,14,0.372,30.85757941,15.76428571,2.207,405.3327906,14.35043344,0.08742857143,797.56,0.188,1.224,0.8501261989,-20.87943763,181,11.64836046,4.850021286,49.30196525,True,True,True,0.07093214825,0.1462649959,0.01293264418,True,False,True,0.081,0.041,0.387,True,True,True,True,False,True,results/plots/210430_Sample_D6_force_time.png,results/plots/210430_Sample_D6_force_extension.png
