File name,Date,Sample ID,Replicate number,Mouse ID,Sex,Age,Genotype,Stress-relaxation 60s,Rate of change of stress 60s,S60 clamped,Hysteresis strain energy per unit volume,Hysteresis %,Average diameter (um),C.s.a (um squared),C.s.a (mm squared),Sample length (mm),Failure force (N) - corrected,Failure stress (MPa) - corrected,Failure strain (%) - corrected,Failure extension (mm) - corrected,Max modulus (sliding window),Stress at max modulus (sliding window),Strain at max modulus (sliding window),Time at max modulus (s),Force at max modulus (N),Displacement at max modulus (mm),Max modulus fit R2,Max modulus fit intercept (MPa),Max modulus fit n points,SNR preconditioning,SNR hold,SNR failure,SNR preconditioning pass,SNR hold pass,SNR failure pass,Residual preconditioning,Residual hold,Residual failure,Residual preconditioning pass,Residual hold pass,Residual failure pass,Range preconditioning,Range hold,Range failure,Range preconditioning pass,Range hold pass,Range failure pass,Preconditioning pass,Hold pass,Failure pass,Force-Time plot,Force-Extension plot
210416 MRC Sample B4Data.csv,16.04.2021,B,4,118.1,F,8wks,oim Het,100,0.002777047657,True,0.01669374481,42.72585318,85.79233333,5780.785311,0.005780785,14.001,0.042,7.265449243,11.19920006,1.568,219.9954752,2.767790188,0.103849725,800.55,0.016,1.454,0.2457027049,-19.34071097,78,3.328866836,0.7937640755,22.17809186,True,False,True,0.1396445377,0.1581803922,0.1103096086,False,False,False,0.026,0.021,0.042,True,True,True,False,False,False,results/plots/210416_Sample_B4_force_time.png,results/plots/210416_Sample_B4_force_extension.png
210416 MRC Sample B5Data.csv,16.04.2021,B,5,118.1,F,8wks,oim Het,30.05309942,-0.02522816575,False,0.07518228078,40.70296646,103.623,8433.390381,0.00843339,14,0.121,14.34772968,5.314285714,0.744,421.6408754,1.304339062,0.01492857143,784.58,0.053,0.209,0.7335420986,-4.232473235,137,5.69756387,29.61323691,77.03272847,True,True,True,0.03241331328,0.06824923186,0.03208493234,True,True,True,0.094,0.052,0.163,True,True,True,True,True,True,results/plots/210416_Sample_B5_force_time.png,results/plots/210416_Sample_B5_force_extension.png
210416 MRC Sample B6Data.csv,16.04.2021,B,6,118.1,F,8wks,oim Het,19.66934552,-0.01233699144,False,0.03326939283,38.54967931,114.329,10266.03383,0.010266034,14,0.074,7.208236404,7.078571429,0.991,356.4580317,2.045580601,0.02164285714,785.8,0.021,0.303,0.7756471754,-5.239540406,149,4.395262837,9.013451136,46.9471635,True,True,True,0.1064796097,0.08913114268,0.02609811867,False,False,True,0.048,0.042,0.084,True,True,True,False,False,True,results/plots/210416_Sample_B6_force_time.png,results/plots/210416_Sample_B6_force_extension.png
210416 MRC Sample B8Data.csv,16.04.2021,B,8,118.1,F,8wks,oim Het,19.60037042,-0.03030237621,False,0.0714986771,42.86442624,75.59766667,4488.556163,0.004488556,14.001,0.152,33.86389743,8.199414328,1.148,893.2953768,10.47107355,0.03142632669,787.56,0.058,0.44,0.8126082875,-17.68645095,181,5.576627222,5.851900741,21.03261813,True,True,True,0.07672725986,0.07339441607,0.03148305021,True,True,True,0.063,0.063,0.163,True,True,True,True,True,True,results/plots/210416_Sample_B8_force_time.png,results/plots/210416_Sample_B8_force_extension.png
210416 MRC Sample B9Data.csv,16.04.2021,B,9,118.1,F,8wks,oim Het,65.25537382,-0.008732381503,False,0.03067824966,39.54202436,77.14366667,4674.018594,0.004674019,14.001,0.036,7.702150975,2.992643383,0.419,119.1054362,3.209229573,0.02699807157,786.75,0.021,0.378,0.06605613097,-0.8567129155,70,4.90969252,0.5207164793,5.445476627,True,False,True,0.1411073352,0.2239319079,0.1271651016,False,False,False,0.042,0.027,0.042,True,True,True,False,False,False,results/plots/210416_Sample_B9_force_time.png,results/plots/210416_Sample_B9_force_extension.png
210416 MRC Sample C2Data.csv,16.04.2021,C,2,159.2,F,8wks,oim Hom,100,-0.005698228037,True,-0.0009924946909,-1.537993037,66.13166667,3434.858236,0.003434858,10,0.047,13.68324397,11.05,1.105,303.9099574,1.455664252,0.0385,788.82,0.016,0.385,0.4633114785,-9.01410434,157,1.578721961,0.8192832331,5.36581328,False,False,True,0.2273048031,0.2967284064,0.07927124484,False,False,True,0.027,0.021,0.058,True,True,True,False,False,True,results/plots/210416_Sample_C2_force_time.png,results/plots/210416_Sample_C2_force_extension.png
210416 MRC Sample C3Data.csv,16.04.2021,C,3,159.2,F,8wks,oim Hom,69.24420175,-0.01197118042,False,-0.007930254541,-192.5917631,88.39933333,6137.448499,0.006137448,10.001,0.021,3.421617584,0,0,,,,,,,,,0,9.688732033,1.219915777,0.1918346364,True,False,False,0.2104469447,0.2788366704,0.2329880372,False,False,False,0.027,0.021,0.021,True,True,True,False,False,False,results/plots/210416_Sample_C3_force_time.png,results/plots/210416_Sample_C3_force_extension.png
210416 MRC Sample C4Data.csv,16.04.2021,C,4,159.2,F,8wks,oim Hom,100,9.800798844e-05,True,0.0008751232312,1.245125376,67.13366667,3539.733917,0.003539734,10.001,0.005,1.412535518,0,0,,,,,,,,,0,0.4161396221,1.020406253,0.1101153598,False,False,False,0.2295281518,0.2941418599,0.2378294701,False,False,False,0.027,0.021,0.021,True,True,True,False,False,False,results/plots/210416_Sample_C4_force_time.png,results/plots/210416_Sample_C4_force_extension.png
210416 MRC Sample C6Data.csv,16.04.2021,C,6,159.2,F,8wks,oim Hom,85.29248018,-0.01500443436,False,0.004156083014,9.324669866,99.665,7801.448098,0.007801448,10.001,0.047,6.024522627,12.21877812,1.222,156.7350056,1.409994657,0.02449755024,786.32,-0.015,0.245,0.4479956458,-2.340431213,171,3.22646675,0.6920208599,5.398761601,True,False,True,0.1553345375,0.204872776,0.0811714801,False,False,False,0.042,0.032,0.063,True,True,True,False,False,False,results/plots/210416_Sample_C6_force_time.png,results/plots/210416_Sample_C6_force_extension.png
210419 MRC Sample A1Data.csv,19.04.2021,A,1,157.3,M,8wks,Tm1b Wt,13.90657852,-0.02347307903,False,0.08275816182,41.45420119,150.7673333,17852.71977,0.01785272,14,0.457,25.5983402,7.971428571,1.116,512.6174668,13.1072464,0.02885714286,787.09,0.323,0.404,0.9278189652,-2.147586662,181,21.45790115,26.18918052,75.57430598,True,True,True,0.02853637564,0.02746698564,0.02387934025,True,True,True,0.207,0.207,0.462,True,True,True,True,True,True,results/plots/210419_Sample_A1_force_time.png,results/plots/210419_Sample_A1_force_extension.png
210419 MRC Sample A10Data.csv,19.04.2021,A,10,157.3,M,8wks,Tm1b Wt,1.698429476,-0.004142105145,False,0.0710064881,31.49703848,118.998,11121.64955,0.01112165,14.001,0.581,52.24044993,7.292336262,1.021,817.8682709,29.4021121,0.0384972502,788.83,0.245,0.539,0.9431348232,-3.045022453,145,21.43440847,33.57864212,86.50711598,True,True,True,0.02076732161,0.02060518736,0.01833423645,True,True,True,0.192,0.197,0.602,True,True,True,True,True,True,results/plots/210419_Sample_A10_force_time.png,results/plots/210419_Sample_A10_force_extension.png
210419 MRC Sample A2Data.csv,19.04.2021,A,2,157.3,M,8wks,Tm1b Wt,11.06120021,-0.01839932993,False,0.05480964992,35.80077003,154.5873333,18768.85125,0.018768851,14.001,0.81,43.15661092,10.01357046,1.402,704.5709778,13.85273931,0.02992643383,787.28,0.385,0.419,0.963809509,-6.879398127,180,37.71092505,56.54045132,594.4345941,True,True,True,0.01638407219,0.019353767,0.02361295341,True,True,True,0.244,0.239,0.851,True,True,True,True,True,True,results/plots/210419_Sample_A2_force_time.png,results/plots/210419_Sample_A2_force_extension.png
210419 MRC Sample A3Data.csv,19.04.2021,A,3,157.3,M,8wks,Tm1b Wt,22.08961067,-0.02961165321,False,0.02941028996,28.97835622,153.7463333,18565.19074,0.018565191,14.001,0.607,32.69559683,18.90579244,2.647,460.639819,12.2810479,0.03578315835,788.33,0.317,0.501,0.9543632828,-4.296953207,182,19.01816693,22.44565729,78.07033854,True,True,True,0.03510456901,0.033383248,0.02439118668,True,True,True,0.161,0.161,0.612,True,True,True,True,True,True,results/plots/210419_Sample_A3_force_time.png,results/plots/210419_Sample_A3_force_extension.png
210419 MRC Sample A4Data.csv,19.04.2021,A,4,157.3,M,8wks,Tm1b Wt,17.40608891,-0.03321676098,False,0.07133220867,36.01458746,144.7446667,16454.89148,0.016454891,14.001,0.467,28.38061948,8.735090351,1.223,495.0344232,13.24834057,0.03421184201,788.05,0.307,0.479,0.9191753378,-3.575699744,180,77.57974934,27.94514148,67.51327305,True,True,True,0.02234603709,0.02573300286,0.02901824746,True,True,True,0.207,0.202,0.472,True,True,True,True,True,True,results/plots/210419_Sample_A4_force_time.png,results/plots/210419_Sample_A4_force_extension.png
210419 MRC Sample A5Data.csv,19.04.2021,A,5,157.3,M,8wks,Tm1b Wt,4.821527047,-0.009400801651,False,0.1007020519,37.18282604,124.5593333,12185.47411,0.012185474,14.001,0.581,47.67972095,8.87793729,1.243,863.3055209,21.74720491,0.03578315835,788.33,0.39,0.501,0.9570196866,-9.050649451,181,57.21098035,21.37947357,429.0030103,True,True,True,0.01989460846,0.0238109657,0.0226968113,True,True,True,0.223,0.202,0.622,True,True,True,True,True,True,results/plots/210419_Sample_A5_force_time.png,results/plots/210419_Sample_A5_force_extension.png
210419 MRC Sample A6Data.csv,19.04.2021,A,6,157.3,M,8wks,Tm1b Wt,14.60083013,-0.04049369037,False,0.1139180217,35.29001263,110.2123333,9540.041748,0.009540042,14,0.514,53.87816951,10.07142857,1.41,843.1262141,25.57640732,0.03607142857,788.38,0.333,0.505,0.9235706154,-5.412366278,181,12.25043192,53.87532441,66.61432874,True,True,True,0.02388617125,0.02485533451,0.03142613993,True,True,True,0.192,0.207,0.519,True,True,True,True,True,True,results/plots/210419_Sample_A6_force_time.png,results/plots/210419_Sample_A6_force_extension.png
210419 MRC Sample A7Data.csv,19.04.2021,A,7,157.3,M,8wks,Tm1b Wt,8.598411901,-0.01679658501,False,0.05801474601,36.38239158,131.4283333,13566.50197,0.013566502,14.001,0.498,36.70806226,8.827940861,1.236,613.4264739,18.35403113,0.03928290836,788.96,0.333,0.55,0.92735122,-5.805513205,181,24.82196052,26.40188049,294.2787912,True,True,True,0.02533711686,0.02751560755,0.0286895207,True,True,True,0.202,0.166,0.498,True,True,True,True,True,True,results/plots/210419_Sample_A7_force_time.png,results/plots/210419_Sample_A7_force_extension.png
210419 MRC Sample A8Data.csv,19.04.2021,A,8,157.3,M,8wks,Tm1b Wt,3.220474494,-0.00608191549,False,0.03139639196,29.1434286,112.572,9952.923027,0.009952923,14,0.705,70.83346269,9.571428571,1.34,1056.008512,40.69156367,0.05707142857,792.15,0.323,0.799,0.8759661894,-20.27081119,133,32.39760364,61.49481248,524.2354167,True,True,True,0.02242186169,0.0331299146,0.01925022353,True,True,True,0.129,0.124,0.71,True,True,True,True,True,True,results/plots/210419_Sample_A8_force_time.png,results/plots/210419_Sample_A8_force_extension.png
210419 MRC Sample A9Data.csv,19.04.2021,A,9,157.3,M,8wks,Tm1b Wt,7.783658492,-0.01496390082,False,0.07669662274,38.49998368,133.8676667,14074.76878,0.014074769,14,0.705,50.08963202,9.642857143,1.35,761.9866486,22.09627739,0.0385,788.82,0.229,0.539,0.9797013652,-7.683570343,180,34.31670876,24.68191619,165.750847,True,True,True,0.0284101739,0.02567107521,0.01594680641,True,True,True,0.187,0.192,0.705,True,True,True,True,True,True,results/plots/210419_Sample_A9_force_time.png,results/plots/210419_Sample_A9_force_extension.png
210419 MRC Sample B1Data.csv,19.04.2021,B,1,91.3,M,8wks,Tm1b Het,8.429234909,-0.01431327056,False,0.02394358855,20.75769552,118.345,10999.92463,0.010999925,14.001,0.56,50.90943802,12.1634169,1.703,667.2385588,18.36376157,0.04406828084,789.83,0.125,0.617,0.8827349832,-10.94322642,180,26.25596381,78.40339664,185.7950552,True,True,True,0.03456364165,0.04066739258,0.02544482162,True,True,True,0.124,0.119,0.586,True,True,True,True,True,True,results/plots/210419_Sample_B1_force_time.png,results/plots/210419_Sample_B1_force_extension.png
210419 MRC Sample B10Data.csv,19.04.2021,B,10,91.3,M,8wks,Tm1b Het,15.14610846,-0.03080129356,False,0.05775754628,35.56826258,146.9706667,16964.89632,0.016964896,14,1.312,77.33616522,11.4,1.596,940.4882049,28.11688324,0.04342857143,789.72,0.369,0.608,0.9789847848,-12.6966612,179,32.14771828,151.8683564,222.5956375,True,True,True,0.01795153348,0.01649934555,0.03212112499,True,True,True,0.296,0.285,1.354,True,True,True,True,True,True,results/plots/210419_Sample_B10_force_time.png,results/plots/210419_Sample_B10_force_extension.png
210419 MRC Sample B2Data.csv,19.04.2021,B,2,91.3,M,8wks,Tm1b Het,2.805343358e+15,0.0005657686678,False,0.07538071069,96.57263631,120.8406667,11468.75055,0.011468751,14.001,0.005,0.4359672644,0.2428397972,0.034,0,0,0,781.42,-0.082,0,,0,92,6.694260283,5.304298701,0.6152456129,True,True,False,0.04217567039,0.05233863536,0.1554924236,True,True,False,0.062,0.015,0.005,True,True,False,True,True,False,results/plots/210419_Sample_B2_force_time.png,results/plots/210419_Sample_B2_force_extension.png
210419 MRC Sample B3Data.csv,19.04.2021,B,3,91.3,M,8wks,Tm1b Het,38.39795038,-0.05070765239,False,0.02382559222,36.23470605,140.2923333,15458.15857,0.015458159,14.001,0.737,47.67708755,12.82765517,1.796,582.6680261,20.8304236,0.05421041354,791.65,0.245,0.759,0.9366033773,-11.47780482,180,13.65040364,38.21731389,114.8341486,True,True,True,0.03766262612,0.02757831017,0.02622403318,True,True,True,0.124,0.124,0.747,True,True,True,True,True,True,results/plots/210419_Sample_B3_force_time.png,results/plots/210419_Sample_B3_force_extension.png
210419 MRC Sample B4Data.csv,19.04.2021,B,4,91.3,M,8wks,Tm1b Het,11.2838318,-0.01360182523,False,0.0198914909,28.27094115,148.553,17332.16181,0.017332162,14,0.565,32.59835674,10.21428571,1.43,459.0624344,16.44341889,0.05092857143,791.04,0.203,0.713,0.9102507608,-6.705487532,179,19.26050756,102.3128026,414.1877825,True,True,True,0.03443222121,0.02271571395,0.02834515297,True,True,True,0.124,0.161,0.581,True,True,True,True,True,True,results/plots/210419_Sample_B4_force_time.png,results/plots/210419_Sample_B4_force_extension.png
210419 MRC Sample B5Data.csv,19.04.2021,B,5,91.3,M,8wks,Tm1b Het,12.74231635,-0.009333638964,False,0.005285730476,5.053377888,109.733,9457.239479,0.009457239,14,0.456,48.21703248,18.21428571,2.55,487.1061405,21.88799501,0.09635714286,799.21,0.125,1.349,0.7537688627,-26.41139205,180,29.43582556,35.1662776,335.4894792,True,True,True,0.0380451974,0.03377964171,0.02554399902,True,True,True,0.083,0.093,0.472,True,True,True,True,True,True,results/plots/210419_Sample_B5_force_time.png,results/plots/210419_Sample_B5_force_extension.png
210419 MRC Sample B6Data.csv,19.04.2021,B,6,91.3,M,8wks,Tm1b Het,16.41986731,-0.04669384938,False,0.04318498061,19.52793258,118.1736667,10968.09753,0.010968098,14,0.648,59.08043491,11.71428571,1.64,731.2184808,13.22015905,0.02314285714,786.06,0.037,0.324,0.9453366677,-3.791093996,180,24.11629978,28.08597804,88.11087651,True,True,True,0.02852609853,0.02472186393,0.03217560109,True,True,True,0.192,0.203,0.669,True,True,True,True,True,True,results/plots/210419_Sample_B6_force_time.png,results/plots/210419_Sample_B6_force_extension.png
210419 MRC Sample B7Data.csv,19.04.2021,B,7,91.3,M,8wks,Tm1b Het,49.94056688,-0.05840939987,False,0.005391174955,11.29016542,154.7303333,18803.59131,0.018803591,14.001,1.063,56.53175502,15.71316335,2.2,518.6890473,14.03987143,0.04778230126,790.44,0.125,0.669,0.966610473,-10.5028509,181,18.96126547,20.61139058,180.2062366,True,True,True,0.03210592278,0.03407866345,0.02828321697,True,True,True,0.156,0.156,1.074,True,True,True,True,True,True,results/plots/210419_Sample_B7_force_time.png,results/plots/210419_Sample_B7_force_extension.png
210419 MRC Sample B8Data.csv,19.04.2021,B,8,91.3,M,8wks,Tm1b Het,5.029447354,-0.00557677343,False,0.007199433773,11.16702369,152.1543333,18182.70665,0.018182707,14.001,1.183,65.06181945,13.14906078,1.841,719.0230752,28.8185912,0.05806728091,792.34,0.4,0.813,0.9646395391,-13.42312787,180,77.07055706,53.39031325,876.8684427,True,True,True,0.01956947024,0.02586574846,0.03106974562,True,True,True,0.229,0.145,1.209,True,True,True,True,True,True,results/plots/210419_Sample_B8_force_time.png,results/plots/210419_Sample_B8_force_extension.png
210419 MRC Sample B9Data.csv,19.04.2021,B,9,91.3,M,8wks,Tm1b Het,29.72754215,-0.05651316602,False,0.03406898855,39.54848128,143.5083333,16174.99379,0.016174994,14,1.157,71.53016564,11.13571429,1.559,897.454336,19.90727168,0.036,788.32,0.198,0.504,0.9752398836,-12.20050836,181,85.9063394,32.75866639,802.1043613,True,True,True,0.02033130852,0.0172510369,0.02533942108,True,True,True,0.239,0.239,1.193,True,True,True,True,True,True,results/plots/210419_Sample_B9_force_time.png,results/plots/210419_Sample_B9_force_extension.png
210419 MRC Sample C1Data.csv,19.04.2021,C,1,155.2,M,8wks,Tm1b Hom,47.61972339,-0.04889720831,False,0.01385075127,7.304472822,84.799,5647.696406,0.005647696,14,0.213,37.71449455,15.94285714,2.232,839.1969147,14.69625844,0.043,789.63,-0.051,0.602,0.7797676431,-22.29987111,180,5.441105333,20.51112145,31.40032958,True,True,True,0.06507535607,0.08426939719,0.02836035564,True,False,True,0.073,0.068,0.239,True,True,True,True,False,True,results/plots/210419_Sample_C1_force_time.png,results/plots/210419_Sample_C1_force_extension.png
210419 MRC Sample C10Data.csv,19.04.2021,C,10,155.2,M,8wks,Tm1b Hom,0.9276524444,-0.0004104268039,False,0.04841949237,62.58857381,122.2893333,11745.37902,0.011745379,12.001,0.213,18.13479156,16.07366053,1.929,359.1126449,6.640909587,0.03624697942,788.41,-0.155,0.435,0.755511846,-5.956280331,181,5.108563463,4.95096649,31.35496181,True,True,True,0.07203862901,0.08254534063,0.03141866926,True,False,True,0.078,0.057,0.228,True,True,True,True,False,True,results/plots/210419_Sample_C10_force_time.png,results/plots/210419_Sample_C10_force_extension.png
210419 MRC Sample C2Data.csv,19.04.2021,C,2,155.2,M,8wks,Tm1b Hom,76.60991358,-0.1002340035,False,0.01405236079,9.373891821,80.54633333,5095.436943,0.005095437,14.001,0.265,52.00731556,14.86322406,2.081,888.5652337,17.46660787,0.06528105135,793.64,-0.061,0.914,0.8023315727,-40.07020591,180,5.310595276,5.72235855,36.39239962,True,True,True,0.07411600807,0.06846900067,0.02447728967,True,True,True,0.078,0.078,0.275,True,True,True,True,True,True,results/plots/210419_Sample_C2_force_time.png,results/plots/210419_Sample_C2_force_extension.png
210419 MRC Sample C3Data.csv,19.04.2021,C,3,155.2,M,8wks,Tm1b Hom,22.75095523,-0.06010836753,False,0.001737583545,1.057111428,121.4906667,11592.46283,0.011592463,14.001,0.623,53.74181483,10.14927505,1.421,766.5709162,20.18552917,0.03906863795,788.93,0.131,0.547,0.9208843172,-10.11335412,180,86.43631952,28.36225921,92.50107922,True,True,True,0.03106292916,0.02700126984,0.03690749508,True,True,True,0.166,0.203,0.68,True,True,True,True,True,True,results/plots/210419_Sample_C3_force_time.png,results/plots/210419_Sample_C3_force_extension.png
210419 MRC Sample C4Data.csv,19.04.2021,C,4,155.2,M,8wks,Tm1b Hom,93.62273323,-0.06663562007,False,-0.004866315387,-8.408419964,121.531,11600.1612,0.011600161,14,0.457,39.39600493,21.79285714,3.051,407.8359242,9.396421308,0.05935714286,792.57,-0.051,0.831,0.7840550429,-15.35314382,179,5.570677103,6.683776979,91.31809989,True,True,True,0.07512638402,0.06521806697,0.02693333835,True,True,True,0.078,0.078,0.457,True,True,True,True,True,True,results/plots/210419_Sample_C4_force_time.png,results/plots/210419_Sample_C4_force_extension.png
210419 MRC Sample C5Data.csv,19.04.2021,C,5,155.2,M,8wks,Tm1b Hom,30.87484429,-0.03037246527,False,0.01517694993,14.43052737,103.8253333,8466.356452,0.008466356,14.001,0.451,53.26967115,17.4844654,2.448,583.8349466,24.44971603,0.0679951432,794.12,-0.041,0.952,0.8065178414,-16.50702252,181,7.661631134,9.121517407,333.3905807,True,True,True,0.05114998606,0.04381777415,0.0179752127,True,True,True,0.083,0.083,0.467,True,True,True,True,True,True,results/plots/210419_Sample_C5_force_time.png,results/plots/210419_Sample_C5_force_extension.png
210419 MRC Sample C6Data.csv,19.04.2021,C,6,155.2,M,8wks,Tm1b Hom,1.826413092,-0.001981534187,False,-0.003667659617,-2.5964342,91.309,6548.126404,0.006548126,14,0.285,43.52390287,14.32857143,2.006,666.3578634,14.20253673,0.03928571429,788.96,-0.155,0.55,0.7539919803,-11.28238771,179,49.57843737,30.46621564,190.6754892,True,True,True,0.03950424624,0.03825313158,0.01591719238,True,True,True,0.089,0.063,0.285,True,True,True,True,True,True,results/plots/210419_Sample_C6_force_time.png,results/plots/210419_Sample_C6_force_extension.png
210419 MRC Sample C7Data.csv,19.04.2021,C,7,155.2,M,8wks,Tm1b Hom,17.44026546,-0.03118728934,False,0.04018059283,31.14942998,92.22033333,6679.489272,0.006679489,14,0.483,72.31092079,12.37142857,1.732,927.3778909,24.85220052,0.047,790.34,-0.067,0.658,0.8890777143,-19.42351457,180,11.86116264,9.912033279,86.44733643,True,True,True,0.05996635695,0.05382829879,0.02767274058,True,True,True,0.088,0.083,0.498,True,True,True,True,True,True,results/plots/210419_Sample_C7_force_time.png,results/plots/210419_Sample_C7_force_extension.png
210419 MRC Sample C8Data.csv,19.04.2021,C,8,155.2,M,8wks,Tm1b Hom,25.96899205,-0.0578218629,False,0.02456131703,26.28427468,103.422,8400.705215,0.008400705,14.001,0.498,59.28073894,14.2918363,2.001,688.4391448,6.189956676,0.01249910721,784.15,-0.155,0.175,0.8826761128,-2.189401032,172,86.36292031,57.77462745,146.4149556,True,True,True,0.02275767332,0.02785281328,0.02795625542,True,True,True,0.135,0.161,0.57,True,True,True,True,True,True,results/plots/210419_Sample_C8_force_time.png,results/plots/210419_Sample_C8_force_extension.png
210419 MRC Sample C9Data.csv,19.04.2021,C,9,155.2,M,8wks,Tm1b Hom,16.55532456,-0.03432439848,False,0.1713905167,45.65156978,93.145,6814.107417,0.006814107,14,0.337,49.45622368,11.15714286,1.562,800.6083666,25.09499777,0.04592857143,790.16,-0.041,0.643,0.8233351516,-13.31234952,180,19.06567895,39.37607825,94.02839824,True,True,True,0.02931369436,0.03115021836,0.02547597275,True,True,True,0.161,0.119,0.373,True,True,True,True,True,True,results/plots/210419_Sample_C9_force_time.png,results/plots/210419_Sample_C9_force_extension.png
210422 MRC Sample A1Data.csv,22.04.2021,A,1,157.4,M,8wks,Tm1b Wt,37.19847206,-0.05274116375,False,0.1326726399,40.77876076,107.4086667,9060.841481,0.009060841,14,0.188,20.74862587,11.29285714,1.581,519.2823554,5.849346656,0.02,785.5,-0.053,0.28,0.8163832626,-3.457960433,181,7.536361828,17.50489281,51.73589553,True,True,True,0.02508592826,0.03721201075,0.02909895515,True,True,True,0.146,0.094,0.193,True,True,True,True,True,True,results/plots/210422_Sample_A1_force_time.png,results/plots/210422_Sample_A1_force_extension.png
210422 MRC Sample A10Data.csv,22.04.2021,A,10,157.4,M,8wks,Tm1b Wt,94.34983633,-0.008180571444,False,0.00822855124,22.5646018,117.9516667,10926.92709,0.010926927,14,0.006,0.5491022316,3.428571429,0.48,0,0,0,781.44,-0.435,0,,0,42,0.6259568605,0.785883807,0.8888642764,False,False,False,0.2105092723,0.2764568664,0.1587814482,False,False,False,0.026,0.02,0.026,True,True,True,False,False,False,results/plots/210422_Sample_A10_force_time.png,results/plots/210422_Sample_A10_force_extension.png
210422 MRC Sample A2Data.csv,22.04.2021,A,2,157.4,M,8wks,Tm1b Wt,18.24449698,-0.01162156041,False,0.03714283544,37.60859314,168.668,22343.70927,0.022343709,14,0.313,14.00841731,9.25,1.295,349.9425591,2.774830267,0.02292857143,786.02,-0.033,0.321,0.9482060511,-5.116073028,181,20.67216271,28.28818638,72.11580501,True,True,True,0.0304878965,0.04068930744,0.01715762449,True,True,True,0.162,0.125,0.339,True,True,True,True,True,True,results/plots/210422_Sample_A2_force_time.png,results/plots/210422_Sample_A2_force_extension.png
210422 MRC Sample A3Data.csv,22.04.2021,A,3,157.4,M,8wks,Tm1b Wt,33.86087059,-0.04903780669,False,0.1590268492,42.33365985,129.158,13101.84641,0.013101846,14,0.282,21.52368453,10.95714286,1.534,439.1034059,6.029684672,0.01907142857,785.33,-0.262,0.267,0.8900148372,-1.656378295,181,7.984258864,16.85290653,40.86910379,True,True,True,0.02300214931,0.04523020606,0.02364180847,True,True,True,0.23,0.125,0.329,True,True,True,True,True,True,results/plots/210422_Sample_A3_force_time.png,results/plots/210422_Sample_A3_force_extension.png
210422 MRC Sample A4Data.csv,22.04.2021,A,4,157.4,M,8wks,Tm1b Wt,6.091746398,-0.004993866763,False,0.05746533359,40.08552981,139.2526667,15229.89548,0.015229895,14.001,0.193,12.67244456,7.613741876,1.066,317.7193757,4.793204418,0.02028426541,785.55,-0.304,0.284,0.8088026745,-2.39390457,181,9.117722528,11.32183136,24.30211229,True,True,True,0.04775659898,0.04782511865,0.02771211435,True,True,True,0.126,0.105,0.204,True,True,True,True,True,True,results/plots/210422_Sample_A4_force_time.png,results/plots/210422_Sample_A4_force_extension.png
210422 MRC Sample A5Data.csv,22.04.2021,A,5,157.4,M,8wks,Tm1b Wt,17.27299683,-0.02267545731,False,0.08465872604,31.45750175,89.933,6352.256747,0.006352257,14,0.094,14.79788995,4.942857143,0.692,482.6491332,3.305911584,0.0065,783.08,-0.356,0.091,0.8328121887,0.02422629285,156,4.554094449,5.711943501,10.900317,True,True,True,0.07097310022,0.09886919295,0.05381573531,True,False,True,0.084,0.063,0.105,True,True,True,True,False,True,results/plots/210422_Sample_A5_force_time.png,results/plots/210422_Sample_A5_force_extension.png
210422 MRC Sample A6Data.csv,22.04.2021,A,6,157.4,M,8wks,Tm1b Wt,32.80861873,-0.02037066899,False,0.0475035697,48.16450348,177.2623333,24678.72989,0.02467873,14.001,0.266,10.77851251,9.592171988,1.343,299.6284411,3.606344411,0.02499821441,786.4,-0.262,0.35,0.9139169652,-3.948462598,181,70.23245396,13.42763512,35.3425224,True,True,True,0.03659937267,0.04826560282,0.01569106497,True,True,True,0.162,0.126,0.303,True,True,True,True,True,True,results/plots/210422_Sample_A6_force_time.png,results/plots/210422_Sample_A6_force_extension.png
210422 MRC Sample A7Data.csv,22.04.2021,A,7,157.4,M,8wks,Tm1b Wt,100,0.001996185813,True,-0.002427409814,-8.552868083,146.2063333,16788.9004,0.0167889,14,0.094,5.598937393,9.742857143,1.364,259.1189359,1.846458076,0.06607142857,793.77,-0.325,0.925,0.8125133521,-15.09559993,179,1.36752539,0.8398682599,12.7542886,False,False,True,0.1328885372,0.1540601317,0.04127364041,False,False,True,0.047,0.042,0.126,True,True,True,False,False,True,results/plots/210422_Sample_A7_force_time.png,results/plots/210422_Sample_A7_force_extension.png
210422 MRC Sample A8Data.csv,22.04.2021,A,8,157.4,M,8wks,Tm1b Wt,-28.49593613,0.02293806499,False,0.04659220665,31.67212798,111.618,9784.94422,0.009784944,14,0.104,10.62857386,4.778571429,0.669,472.9267147,0.5109891278,0.0001428571429,781.93,-0.424,0.002,0.4947654437,0.38994798,89,6.518024542,13.74324657,65.81779346,True,True,True,0.07157109851,0.06890737756,0.05626043504,True,True,True,0.083,0.078,0.104,True,True,True,True,True,True,results/plots/210422_Sample_A8_force_time.png,results/plots/210422_Sample_A8_force_extension.png
