"sample_key","cluster_dtw","Date","Sample_ID","MouseID","Sex","Age","Genotype","Replicate","Average_diameter..um.","C.s.a..um.squared.","C.s.a..mm.squared.","Date_ID","FileName","exclusion_reason"
"210506.MRC.Sample.C10Data",3,"06.05.2021","C","61.2","M","52wks","Tm1b Wt",10,135.4216667,14403.43876,0.014403439,210506,"210506 MRC Sample C10Data.csv",NA
"210506.MRC.Sample.C2Data",4,"06.05.2021","C","61.2","M","52wks","Tm1b Wt",2,139.9813333,15389.69925,0.015389699,210506,"210506 MRC Sample C2Data.csv",NA
"210506.MRC.Sample.C3Data",4,"06.05.2021","C","61.2","M","52wks","Tm1b Wt",3,118.877,11099.04353,0.011099044,210506,"210506 MRC Sample C3Data.csv",NA
"210506.MRC.Sample.C4Data",3,"06.05.2021","C","61.2","M","52wks","Tm1b Wt",4,138.1316667,14985.67762,0.014985678,210506,"210506 MRC Sample C4Data.csv",NA
"210506.MRC.Sample.C5Data",2,"06.05.2021","C","61.2","M","52wks","Tm1b Wt",5,153.2076667,18435.3284,0.018435328,210506,"210506 MRC Sample C5Data.csv",NA
"210506.MRC.Sample.C6Data",3,"06.05.2021","C","61.2","M","52wks","Tm1b Wt",6,124.1076667,12097.26245,0.012097262,210506,"210506 MRC Sample C6Data.csv",NA
"210506.MRC.Sample.C7Data",3,"06.05.2021","C","61.2","M","52wks","Tm1b Wt",7,154.291,18696.96302,0.018696963,210506,"210506 MRC Sample C7Data.csv",NA
"210506.MRC.Sample.C9Data",4,"06.05.2021","C","61.2","M","52wks","Tm1b Wt",9,106.9686667,8986.757993,0.008986758,210506,"210506 MRC Sample C9Data.csv",NA
"210506.MRC.Sample.D1Data",4,"06.05.2021","D","36.1","M","52wks","Tm1b Het",1,173.646,23682.05845,0.023682058,210506,"210506 MRC Sample D1Data.csv",NA
"210506.MRC.Sample.D10Data",2,"06.05.2021","D","36.1","M","52wks","Tm1b Het",10,118.9046667,11104.21038,0.01110421,210506,"210506 MRC Sample D10Data.csv",NA
"210506.MRC.Sample.D2Data",3,"06.05.2021","D","36.1","M","52wks","Tm1b Het",2,133.0233333,13897.78324,0.013897783,210506,"210506 MRC Sample D2Data.csv",NA
"210506.MRC.Sample.D3Data",3,"06.05.2021","D","36.1","M","52wks","Tm1b Het",3,133.9003333,14081.63871,0.014081639,210506,"210506 MRC Sample D3Data.csv",NA
"210506.MRC.Sample.D4Data",1,"06.05.2021","D","36.1","M","52wks","Tm1b Het",4,147.606,17111.88702,0.017111887,210506,"210506 MRC Sample D4Data.csv",NA
"210506.MRC.Sample.D6Data",3,"06.05.2021","D","36.1","M","52wks","Tm1b Het",6,116.129,10591.83615,0.010591836,210506,"210506 MRC Sample D6Data.csv",NA
"210506.MRC.Sample.D8Data",3,"06.05.2021","D","36.1","M","52wks","Tm1b Het",8,130.0303333,13279.42385,0.013279424,210506,"210506 MRC Sample D8Data.csv",NA
"210506.MRC.Sample.D9Data",3,"06.05.2021","D","36.1","M","52wks","Tm1b Het",9,102.5413333,8258.245731,0.008258246,210506,"210506 MRC Sample D9Data.csv",NA
"210507.MRC.Sample.A1Data",1,"07.05.2021","A","68.3","F","18wks","Tm1b Wt",1,159.7626667,20046.58886,0.020046589,210507,"210507 MRC Sample A1Data.csv",NA
"210507.MRC.Sample.A10Data",4,"07.05.2021","A","68.3","F","18wks","Tm1b Wt",10,139.2136667,15221.36591,0.015221366,210507,"210507 MRC Sample A10Data.csv",NA
"210507.MRC.Sample.A2Data",4,"07.05.2021","A","68.3","F","18wks","Tm1b Wt",2,109.5853333,9431.803563,0.009431804,210507,"210507 MRC Sample A2Data.csv",NA
"210507.MRC.Sample.A3Data",1,"07.05.2021","A","68.3","F","18wks","Tm1b Wt",3,110.5843333,9604.551494,0.009604551,210507,"210507 MRC Sample A3Data.csv",NA
"210507.MRC.Sample.A4Data",4,"07.05.2021","A","68.3","F","18wks","Tm1b Wt",4,89.28433333,6260.952396,0.006260952,210507,"210507 MRC Sample A4Data.csv",NA
"210507.MRC.Sample.A5Data",4,"07.05.2021","A","68.3","F","18wks","Tm1b Wt",5,99.797,7822.126834,0.007822127,210507,"210507 MRC Sample A5Data.csv",NA
"210507.MRC.Sample.A6Data",1,"07.05.2021","A","68.3","F","18wks","Tm1b Wt",6,115.175,10418.52704,0.010418527,210507,"210507 MRC Sample A6Data.csv",NA
"210507.MRC.Sample.A7Data",3,"07.05.2021","A","68.3","F","18wks","Tm1b Wt",7,118.1066667,10955.66406,0.010955664,210507,"210507 MRC Sample A7Data.csv",NA
"210507.MRC.Sample.A9Data",4,"07.05.2021","A","68.3","F","18wks","Tm1b Wt",9,150.0173333,17675.54298,0.017675543,210507,"210507 MRC Sample A9Data.csv",NA
"210507.MRC.Sample.B1Data",3,"07.05.2021","B","64.2","F","18wks","Tm1b Het",1,132.0456667,13694.248,0.013694248,210507,"210507 MRC Sample B1Data.csv",NA
"210507.MRC.Sample.B10Data",3,"07.05.2021","B","64.2","F","18wks","Tm1b Het",10,85.14833333,5694.324135,0.005694324,210507,"210507 MRC Sample B10Data.csv",NA
"210507.MRC.Sample.B2Data",3,"07.05.2021","B","64.2","F","18wks","Tm1b Het",2,141.328,15687.23157,0.015687232,210507,"210507 MRC Sample B2Data.csv",NA
"210507.MRC.Sample.B3Data",4,"07.05.2021","B","64.2","F","18wks","Tm1b Het",3,94.35433333,6992.195817,0.006992196,210507,"210507 MRC Sample B3Data.csv",NA
"210507.MRC.Sample.B4Data",3,"07.05.2021","B","64.2","F","18wks","Tm1b Het",4,92.02366667,6651.030643,0.006651031,210507,"210507 MRC Sample B4Data.csv",NA
"210507.MRC.Sample.B5Data",4,"07.05.2021","B","64.2","F","18wks","Tm1b Het",5,99.44166667,7766.523677,0.007766524,210507,"210507 MRC Sample B5Data.csv",NA
"210507.MRC.Sample.B6Data",3,"07.05.2021","B","64.2","F","18wks","Tm1b Het",6,113.7726667,10166.36637,0.010166366,210507,"210507 MRC Sample B6Data.csv",NA
"210507.MRC.Sample.B7Data",3,"07.05.2021","B","64.2","F","18wks","Tm1b Het",7,109.8456667,9476.669604,0.00947667,210507,"210507 MRC Sample B7Data.csv",NA
"210507.MRC.Sample.B9Data",3,"07.05.2021","B","64.2","F","18wks","Tm1b Het",9,117.5186667,10846.84895,0.010846849,210507,"210507 MRC Sample B9Data.csv",NA
"210507.MRC.Sample.C1Data",3,"07.05.2021","C","121.4","F","18wks","Tm1b Hom",1,70.04733333,3853.657332,0.003853657,210507,"210507 MRC Sample C1Data.csv",NA
"210507.MRC.Sample.C2Data",3,"07.05.2021","C","121.4","F","18wks","Tm1b Hom",2,100.839,7986.324304,0.007986324,210507,"210507 MRC Sample C2Data.csv",NA
"210507.MRC.Sample.C4Data",1,"07.05.2021","C","121.4","F","18wks","Tm1b Hom",4,124.1783333,12111.04267,0.012111043,210507,"210507 MRC Sample C4Data.csv",NA
"210507.MRC.Sample.C5Data",3,"07.05.2021","C","121.4","F","18wks","Tm1b Hom",5,87.67233333,6036.914313,0.006036914,210507,"210507 MRC Sample C5Data.csv",NA
"210507.MRC.Sample.C6Data",4,"07.05.2021","C","121.4","F","18wks","Tm1b Hom",6,92.729,6753.377616,0.006753378,210507,"210507 MRC Sample C6Data.csv",NA
"210507.MRC.Sample.C7Data",3,"07.05.2021","C","121.4","F","18wks","Tm1b Hom",7,82.335,5324.255167,0.005324255,210507,"210507 MRC Sample C7Data.csv",NA
"210507.MRC.Sample.C8Data",3,"07.05.2021","C","121.4","F","18wks","Tm1b Hom",8,98.14266667,7564.941775,0.007564942,210507,"210507 MRC Sample C8Data.csv",NA
"210507.MRC.Sample.C9Data",3,"07.05.2021","C","121.4","F","18wks","Tm1b Hom",9,112.5856667,9955.339825,0.00995534,210507,"210507 MRC Sample C9Data.csv",NA
"210507.MRC.Sample.D1Data",2,"07.05.2021","D","61.3","M","52wks","Tm1b Wt",1,127.5586667,12779.38116,0.012779381,210507,"210507 MRC Sample D1Data.csv",NA
"210507.MRC.Sample.D10Data",3,"07.05.2021","D","61.3","M","52wks","Tm1b Wt",10,135.1393333,14343.44345,0.014343443,210507,"210507 MRC Sample D10Data.csv",NA
"210507.MRC.Sample.D2Data",1,"07.05.2021","D","61.3","M","52wks","Tm1b Wt",2,122.8813333,11859.37252,0.011859373,210507,"210507 MRC Sample D2Data.csv",NA
"210507.MRC.Sample.D3Data",2,"07.05.2021","D","61.3","M","52wks","Tm1b Wt",3,137.1283333,14768.76827,0.014768768,210507,"210507 MRC Sample D3Data.csv",NA
"210507.MRC.Sample.D4Data",4,"07.05.2021","D","61.3","M","52wks","Tm1b Wt",4,130.1896667,13311.98782,0.013311988,210507,"210507 MRC Sample D4Data.csv",NA
"210507.MRC.Sample.D5Data",1,"07.05.2021","D","61.3","M","52wks","Tm1b Wt",5,183.3183333,26393.78541,0.026393785,210507,"210507 MRC Sample D5Data.csv",NA
"210507.MRC.Sample.D6Data",3,"07.05.2021","D","61.3","M","52wks","Tm1b Wt",6,104.906,8643.517931,0.008643518,210507,"210507 MRC Sample D6Data.csv",NA
"210507.MRC.Sample.D7Data",1,"07.05.2021","D","61.3","M","52wks","Tm1b Wt",7,133.4716667,13991.62152,0.013991622,210507,"210507 MRC Sample D7Data.csv",NA
"210507.MRC.Sample.D8Data",1,"07.05.2021","D","61.3","M","52wks","Tm1b Wt",8,168.4713333,22291.63417,0.022291634,210507,"210507 MRC Sample D8Data.csv",NA
"210510.MRC.Sample.A1Data",4,"10.05.2021","A","106.1","F","18wks","Tm1b Wt",1,92.227,6680.455036,0.006680455,210510,"210510 MRC Sample A1Data.csv",NA
"210510.MRC.Sample.A10Data",4,"10.05.2021","A","106.1","F","18wks","Tm1b Wt",10,119.4643333,11208.98812,0.011208988,210510,"210510 MRC Sample A10Data.csv",NA
"210510.MRC.Sample.A2Data",4,"10.05.2021","A","106.1","F","18wks","Tm1b Wt",2,110.9786667,9673.171489,0.009673171,210510,"210510 MRC Sample A2Data.csv",NA
"210510.MRC.Sample.A3Data",1,"10.05.2021","A","106.1","F","18wks","Tm1b Wt",3,143.018,16064.65053,0.016064651,210510,"210510 MRC Sample A3Data.csv",NA
"210510.MRC.Sample.A4Data",4,"10.05.2021","A","106.1","F","18wks","Tm1b Wt",4,103.5646667,8423.898105,0.008423898,210510,"210510 MRC Sample A4Data.csv",NA
"210510.MRC.Sample.A5Data",4,"10.05.2021","A","106.1","F","18wks","Tm1b Wt",5,160.739,20292.35286,0.020292353,210510,"210510 MRC Sample A5Data.csv",NA
"210510.MRC.Sample.A6Data",4,"10.05.2021","A","106.1","F","18wks","Tm1b Wt",6,154.285,18695.50889,0.018695509,210510,"210510 MRC Sample A6Data.csv",NA
"210510.MRC.Sample.A7Data",4,"10.05.2021","A","106.1","F","18wks","Tm1b Wt",7,133.2383333,13942.74434,0.013942744,210510,"210510 MRC Sample A7Data.csv",NA
"210510.MRC.Sample.A8Data",4,"10.05.2021","A","106.1","F","18wks","Tm1b Wt",8,126.7866667,12625.16462,0.012625165,210510,"210510 MRC Sample A8Data.csv",NA
"210510.MRC.Sample.A9Data",4,"10.05.2021","A","106.1","F","18wks","Tm1b Wt",9,146.21,16789.7425,0.016789743,210510,"210510 MRC Sample A9Data.csv",NA
"210510.MRC.Sample.B1Data",4,"10.05.2021","B","68.5","F","18wks","Tm1b Het",1,111.3006667,9729.385534,0.009729386,210510,"210510 MRC Sample B1Data.csv",NA
"210510.MRC.Sample.B10Data",4,"10.05.2021","B","68.5","F","18wks","Tm1b Het",10,147.8493333,17168.35253,0.017168353,210510,"210510 MRC Sample B10Data.csv",NA
"210510.MRC.Sample.B2Data",4,"10.05.2021","B","68.5","F","18wks","Tm1b Het",2,101.578,8103.809002,0.008103809,210510,"210510 MRC Sample B2Data.csv",NA
"210510.MRC.Sample.B4Data",3,"10.05.2021","B","68.5","F","18wks","Tm1b Het",4,122.6126667,11807.57077,0.011807571,210510,"210510 MRC Sample B4Data.csv",NA
"210510.MRC.Sample.B5Data",3,"10.05.2021","B","68.5","F","18wks","Tm1b Het",5,108.7476667,9288.161887,0.009288162,210510,"210510 MRC Sample B5Data.csv",NA
"210510.MRC.Sample.B6Data",3,"10.05.2021","B","68.5","F","18wks","Tm1b Het",6,104.0266667,8499.223441,0.008499223,210510,"210510 MRC Sample B6Data.csv",NA
"210510.MRC.Sample.B7Data",3,"10.05.2021","B","68.5","F","18wks","Tm1b Het",7,116.061,10579.43556,0.010579436,210510,"210510 MRC Sample B7Data.csv",NA
"210510.MRC.Sample.B8Data",4,"10.05.2021","B","68.5","F","18wks","Tm1b Het",8,130.704,13417.3775,0.013417377,210510,"210510 MRC Sample B8Data.csv",NA
"210510.MRC.Sample.B9Data",4,"10.05.2021","B","68.5","F","18wks","Tm1b Het",9,122.714,11827.09558,0.011827096,210510,"210510 MRC Sample B9Data.csv",NA
"210510.MRC.Sample.C10Data",3,"10.05.2021","C","123.3","F","18wks","Tm1b Hom",10,98.59266667,7634.473781,0.007634474,210510,"210510 MRC Sample C10Data.csv",NA
"210510.MRC.Sample.C3Data",3,"10.05.2021","C","123.3","F","18wks","Tm1b Hom",3,79.35766667,4946.154308,0.004946154,210510,"210510 MRC Sample C3Data.csv",NA
"210510.MRC.Sample.C6Data",3,"10.05.2021","C","123.3","F","18wks","Tm1b Hom",6,129.0933333,13088.73006,0.01308873,210510,"210510 MRC Sample C6Data.csv",NA
"210510.MRC.Sample.C7Data",4,"10.05.2021","C","123.3","F","18wks","Tm1b Hom",7,82.01533333,5282.992449,0.005282992,210510,"210510 MRC Sample C7Data.csv",NA
"210510.MRC.Sample.C8Data",3,"10.05.2021","C","123.3","F","18wks","Tm1b Hom",8,111.6373333,9788.334205,0.009788334,210510,"210510 MRC Sample C8Data.csv",NA
"210510.MRC.Sample.C9Data",3,"10.05.2021","C","123.3","F","18wks","Tm1b Hom",9,145.942,16728.24839,0.016728248,210510,"210510 MRC Sample C9Data.csv",NA
"210510.MRC.Sample.D10Data",3,"10.05.2021","D","89.4","F","52wks","Tm1b Hom",10,111.9395,9841.393721,0.009841394,210510,"210510 MRC Sample D10Data.csv",NA
"210510.MRC.Sample.D2Data",3,"10.05.2021","D","89.4","F","52wks","Tm1b Hom",2,131.4403333,13568.97945,0.013568979,210510,"210510 MRC Sample D2Data.csv",NA
"210510.MRC.Sample.D3Data",3,"10.05.2021","D","89.4","F","52wks","Tm1b Hom",3,135.0326667,14320.80958,0.01432081,210510,"210510 MRC Sample D3Data.csv",NA
"210510.MRC.Sample.D7Data",3,"10.05.2021","D","89.4","F","52wks","Tm1b Hom",7,113.779,10167.49825,0.010167498,210510,"210510 MRC Sample D7Data.csv",NA
"210511.MRC.Sample.A1Data",4,"11.05.2021","A","121.1","F","18wks","Tm1b Wt",1,112.932,10016.68278,0.010016683,210511,"210511 MRC Sample A1Data.csv",NA
"210511.MRC.Sample.A10Data",3,"11.05.2021","A","121.1","F","18wks","Tm1b Wt",10,80.31266667,5065.915879,0.005065916,210511,"210511 MRC Sample A10Data.csv",NA
"210511.MRC.Sample.A2Data",4,"11.05.2021","A","121.1","F","18wks","Tm1b Wt",2,131.3896667,13558.52054,0.013558521,210511,"210511 MRC Sample A2Data.csv",NA
"210511.MRC.Sample.A3Data",1,"11.05.2021","A","121.1","F","18wks","Tm1b Wt",3,111.1506667,9703.178604,0.009703179,210511,"210511 MRC Sample A3Data.csv",NA
"210511.MRC.Sample.A4Data",4,"11.05.2021","A","121.1","F","18wks","Tm1b Wt",4,93.39266667,6850.392154,0.006850392,210511,"210511 MRC Sample A4Data.csv",NA
"210511.MRC.Sample.A5Data",2,"11.05.2021","A","121.1","F","18wks","Tm1b Wt",5,112.3176667,9908.000663,0.009908001,210511,"210511 MRC Sample A5Data.csv",NA
"210511.MRC.Sample.A6Data",3,"11.05.2021","A","121.1","F","18wks","Tm1b Wt",6,122.8553333,11854.35449,0.011854354,210511,"210511 MRC Sample A6Data.csv",NA
"210511.MRC.Sample.A7Data",4,"11.05.2021","A","121.1","F","18wks","Tm1b Wt",7,145.347,16592.12557,0.016592126,210511,"210511 MRC Sample A7Data.csv",NA
"210511.MRC.Sample.A8Data",1,"11.05.2021","A","121.1","F","18wks","Tm1b Wt",8,145.1856667,16555.31192,0.016555312,210511,"210511 MRC Sample A8Data.csv",NA
"210511.MRC.Sample.A9Data",2,"11.05.2021","A","121.1","F","18wks","Tm1b Wt",9,121.098,11517.64856,0.011517649,210511,"210511 MRC Sample A9Data.csv",NA
"210511.MRC.Sample.B10Data",4,"11.05.2021","B","171.2","F","18wks","Tm1b Het",10,101.9383333,8161.405164,0.008161405,210511,"210511 MRC Sample B10Data.csv",NA
"210511.MRC.Sample.B2Data",3,"11.05.2021","B","171.2","F","18wks","Tm1b Het",2,127.205,12708.61567,0.012708616,210511,"210511 MRC Sample B2Data.csv",NA
"210511.MRC.Sample.B3Data",4,"11.05.2021","B","171.2","F","18wks","Tm1b Het",3,128.2713333,12922.57613,0.012922576,210511,"210511 MRC Sample B3Data.csv",NA
"210511.MRC.Sample.B5Data",4,"11.05.2021","B","171.2","F","18wks","Tm1b Het",5,107.2016667,9025.950687,0.009025951,210511,"210511 MRC Sample B5Data.csv",NA
"210511.MRC.Sample.B6Data",3,"11.05.2021","B","171.2","F","18wks","Tm1b Het",6,119.7253333,11258.01935,0.011258019,210511,"210511 MRC Sample B6Data.csv",NA
"210511.MRC.Sample.B7Data",4,"11.05.2021","B","171.2","F","18wks","Tm1b Het",7,104.1536667,8519.988506,0.008519989,210511,"210511 MRC Sample B7Data.csv",NA
"210511.MRC.Sample.B8Data",3,"11.05.2021","B","171.2","F","18wks","Tm1b Het",8,98.848,7674.068202,0.007674068,210511,"210511 MRC Sample B8Data.csv",NA
"210511.MRC.Sample.B9Data",3,"11.05.2021","B","171.2","F","18wks","Tm1b Het",9,122.5786667,11801.0233,0.011801023,210511,"210511 MRC Sample B9Data.csv",NA
"210511.MRC.Sample.C1Data",3,"11.05.2021","C","123.5","F","18wks","Tm1b Hom",1,84.02166667,5544.628659,0.005544629,210511,"210511 MRC Sample C1Data.csv",NA
"210511.MRC.Sample.C10Data",2,"11.05.2021","C","123.5","F","18wks","Tm1b Hom",10,130.9283333,13463.47475,0.013463475,210511,"210511 MRC Sample C10Data.csv",NA
"210511.MRC.Sample.C2Data",3,"11.05.2021","C","123.5","F","18wks","Tm1b Hom",2,108.2873333,9209.693967,0.009209694,210511,"210511 MRC Sample C2Data.csv",NA
"210511.MRC.Sample.C3Data",4,"11.05.2021","C","123.5","F","18wks","Tm1b Hom",3,97.05366667,7397.990624,0.007397991,210511,"210511 MRC Sample C3Data.csv",NA
"210511.MRC.Sample.C4Data",4,"11.05.2021","C","123.5","F","18wks","Tm1b Hom",4,104.0083333,8496.227941,0.008496228,210511,"210511 MRC Sample C4Data.csv",NA
"210511.MRC.Sample.C5Data",3,"11.05.2021","C","123.5","F","18wks","Tm1b Hom",5,101.1846667,8041.170899,0.008041171,210511,"210511 MRC Sample C5Data.csv",NA
"210511.MRC.Sample.C6Data",4,"11.05.2021","C","123.5","F","18wks","Tm1b Hom",6,78.82133333,4879.523742,0.004879524,210511,"210511 MRC Sample C6Data.csv",NA
"210511.MRC.Sample.C7Data",4,"11.05.2021","C","123.5","F","18wks","Tm1b Hom",7,111.2756667,9725.015258,0.009725015,210511,"210511 MRC Sample C7Data.csv",NA
"210511.MRC.Sample.C8Data",3,"11.05.2021","C","123.5","F","18wks","Tm1b Hom",8,101.394,8074.476856,0.008074477,210511,"210511 MRC Sample C8Data.csv",NA
"210511.MRC.Sample.D10Data",4,"11.05.2021","D","93.2","F","52wks","Tm1b Hom",10,116.5463333,10668.1008,0.010668101,210511,"210511 MRC Sample D10Data.csv",NA
"210511.MRC.Sample.D2Data",4,"11.05.2021","D","93.2","F","52wks","Tm1b Hom",2,123.7153333,12020.89878,0.012020899,210511,"210511 MRC Sample D2Data.csv",NA
"210511.MRC.Sample.D4Data",3,"11.05.2021","D","93.2","F","52wks","Tm1b Hom",4,166.7633333,21841.93025,0.02184193,210511,"210511 MRC Sample D4Data.csv",NA
"210511.MRC.Sample.D5Data",4,"11.05.2021","D","93.2","F","52wks","Tm1b Hom",5,134.0143333,14105.62655,0.014105627,210511,"210511 MRC Sample D5Data.csv",NA
"210511.MRC.Sample.D7Data",4,"11.05.2021","D","93.2","F","52wks","Tm1b Hom",7,147.0196667,16976.2104,0.01697621,210511,"210511 MRC Sample D7Data.csv",NA
"210512.MRC.Sample.A1Data",4,"12.05.2021","A","135.1","F","18wks","Tm1b Wt",1,97.64233333,7488.005928,0.007488006,210512,"210512 MRC Sample A1Data.csv",NA
"210512.MRC.Sample.A10Data",1,"12.05.2021","A","135.1","F","18wks","Tm1b Wt",10,127.8376667,12835.34516,0.012835345,210512,"210512 MRC Sample A10Data.csv",NA
"210512.MRC.Sample.A2Data",4,"12.05.2021","A","135.1","F","18wks","Tm1b Wt",2,119.003,11122.58417,0.011122584,210512,"210512 MRC Sample A2Data.csv",NA
"210512.MRC.Sample.A3Data",3,"12.05.2021","A","135.1","F","18wks","Tm1b Wt",3,90.70433333,6461.687527,0.006461688,210512,"210512 MRC Sample A3Data.csv",NA
"210512.MRC.Sample.A4Data",3,"12.05.2021","A","135.1","F","18wks","Tm1b Wt",4,80.438,5081.739623,0.00508174,210512,"210512 MRC Sample A4Data.csv",NA
"210512.MRC.Sample.A5Data",4,"12.05.2021","A","135.1","F","18wks","Tm1b Wt",5,111.4723333,9759.421267,0.009759421,210512,"210512 MRC Sample A5Data.csv",NA
"210512.MRC.Sample.A6Data",1,"12.05.2021","A","135.1","F","18wks","Tm1b Wt",6,108.0163333,9163.655266,0.009163655,210512,"210512 MRC Sample A6Data.csv",NA
"210512.MRC.Sample.A7Data",1,"12.05.2021","A","135.1","F","18wks","Tm1b Wt",7,176.1843333,24379.48101,0.024379481,210512,"210512 MRC Sample A7Data.csv",NA
"210512.MRC.Sample.A8Data",2,"12.05.2021","A","135.1","F","18wks","Tm1b Wt",8,139.0393333,15183.26719,0.015183267,210512,"210512 MRC Sample A8Data.csv",NA
"210512.MRC.Sample.A9Data",4,"12.05.2021","A","135.1","F","18wks","Tm1b Wt",9,152.27,18210.3619,0.018210362,210512,"210512 MRC Sample A9Data.csv",NA
"210512.MRC.Sample.B1Data",4,"12.05.2021","B","173.1","F","18wks","Tm1b Het",1,102.3723333,8231.047071,0.008231047,210512,"210512 MRC Sample B1Data.csv",NA
"210512.MRC.Sample.B10Data",3,"12.05.2021","B","173.1","F","18wks","Tm1b Het",10,90.988,6502.166995,0.006502167,210512,"210512 MRC Sample B10Data.csv",NA
"210512.MRC.Sample.B2Data",3,"12.05.2021","B","173.1","F","18wks","Tm1b Het",2,101.7196667,8126.428869,0.008126429,210512,"210512 MRC Sample B2Data.csv",NA
"210512.MRC.Sample.B3Data",2,"12.05.2021","B","173.1","F","18wks","Tm1b Het",3,143.0016667,16060.98143,0.016060981,210512,"210512 MRC Sample B3Data.csv",NA
"210512.MRC.Sample.B4Data",3,"12.05.2021","B","173.1","F","18wks","Tm1b Het",4,115.4653333,10471.11932,0.010471119,210512,"210512 MRC Sample B4Data.csv",NA
"210512.MRC.Sample.B5Data",1,"12.05.2021","B","173.1","F","18wks","Tm1b Het",5,115.1923333,10421.66316,0.010421663,210512,"210512 MRC Sample B5Data.csv",NA
"210512.MRC.Sample.B6Data",4,"12.05.2021","B","173.1","F","18wks","Tm1b Het",6,105.1573333,8684.983743,0.008684984,210512,"210512 MRC Sample B6Data.csv",NA
"210512.MRC.Sample.B7Data",1,"12.05.2021","B","173.1","F","18wks","Tm1b Het",7,123.074,11896.5905,0.011896591,210512,"210512 MRC Sample B7Data.csv",NA
"210512.MRC.Sample.B8Data",4,"12.05.2021","B","173.1","F","18wks","Tm1b Het",8,189.6603333,28251.59034,0.02825159,210512,"210512 MRC Sample B8Data.csv",NA
"210512.MRC.Sample.B9Data",4,"12.05.2021","B","173.1","F","18wks","Tm1b Het",9,84.49133333,5606.788948,0.005606789,210512,"210512 MRC Sample B9Data.csv",NA
"210512.MRC.Sample.C1Data",3,"12.05.2021","C","137.2","F","18wks","Tm1b Hom",1,97.33866667,7441.503108,0.007441503,210512,"210512 MRC Sample C1Data.csv",NA
"210512.MRC.Sample.C2Data",3,"12.05.2021","C","137.2","F","18wks","Tm1b Hom",2,79.88433333,5012.023651,0.005012024,210512,"210512 MRC Sample C2Data.csv",NA
"210512.MRC.Sample.C3Data",3,"12.05.2021","C","137.2","F","18wks","Tm1b Hom",3,106.5566667,8917.664602,0.008917665,210512,"210512 MRC Sample C3Data.csv",NA
"210512.MRC.Sample.C4Data",3,"12.05.2021","C","137.2","F","18wks","Tm1b Hom",4,174.079,23800.31186,0.023800312,210512,"210512 MRC Sample C4Data.csv",NA
"210512.MRC.Sample.C7Data",3,"12.05.2021","C","137.2","F","18wks","Tm1b Hom",7,119.9466667,11299.6827,0.011299683,210512,"210512 MRC Sample C7Data.csv",NA
"210512.MRC.Sample.C8Data",3,"12.05.2021","C","137.2","F","18wks","Tm1b Hom",8,104.3276667,8548.479415,0.008548479,210512,"210512 MRC Sample C8Data.csv",NA
"210512.MRC.Sample.D10Data",3,"12.05.2021","D","98.1","F","52wks","Tm1b Hom",10,147.62,17115.1332,0.017115133,210512,"210512 MRC Sample D10Data.csv",NA
"210512.MRC.Sample.D2Data",1,"12.05.2021","D","98.1","F","52wks","Tm1b Hom",2,102.8873333,8314.070512,0.008314071,210512,"210512 MRC Sample D2Data.csv",NA
"210512.MRC.Sample.D3Data",1,"12.05.2021","D","98.1","F","52wks","Tm1b Hom",3,158.5423333,19741.51019,0.01974151,210512,"210512 MRC Sample D3Data.csv",NA
"210512.MRC.Sample.D4Data",3,"12.05.2021","D","98.1","F","52wks","Tm1b Hom",4,143.975,16280.36194,0.016280362,210512,"210512 MRC Sample D4Data.csv",NA
"210512.MRC.Sample.D6Data",3,"12.05.2021","D","98.1","F","52wks","Tm1b Hom",6,120.0486667,11318.90887,0.011318909,210512,"210512 MRC Sample D6Data.csv",NA
"210512.MRC.Sample.D8Data",2,"12.05.2021","D","98.1","F","52wks","Tm1b Hom",8,149.178,17478.31017,0.01747831,210512,"210512 MRC Sample D8Data.csv",NA
"210512.MRC.Sample.D9Data",3,"12.05.2021","D","98.1","F","52wks","Tm1b Hom",9,177.1306667,24642.08186,0.024642082,210512,"210512 MRC Sample D9Data.csv",NA
"210512.MRC.Sample.E1Data",3,"12.05.2021","E","106.2","F","52wks","Tm1b Hom",1,93.38266667,6848.925224,0.006848925,210512,"210512 MRC Sample E1Data.csv",NA
"210512.MRC.Sample.E3Data",3,"12.05.2021","E","106.2","F","52wks","Tm1b Hom",3,134.7043333,14251.25184,0.014251252,210512,"210512 MRC Sample E3Data.csv",NA
"210513.MRC.Sample.A1Data",1,"13.05.2021","A","63.1","M","18wks","Tm1b Wt",1,141.5053333,15726.62382,0.015726624,210513,"210513 MRC Sample A1Data.csv",NA
"210513.MRC.Sample.A10Data",3,"13.05.2021","A","63.1","M","18wks","Tm1b Wt",10,125.4556667,12361.47932,0.012361479,210513,"210513 MRC Sample A10Data.csv",NA
"210513.MRC.Sample.A2Data",1,"13.05.2021","A","63.1","M","18wks","Tm1b Wt",2,120.51,11406.07057,0.011406071,210513,"210513 MRC Sample A2Data.csv",NA
"210513.MRC.Sample.A3Data",2,"13.05.2021","A","63.1","M","18wks","Tm1b Wt",3,140.0896667,15413.52905,0.015413529,210513,"210513 MRC Sample A3Data.csv",NA
"210513.MRC.Sample.A4Data",4,"13.05.2021","A","63.1","M","18wks","Tm1b Wt",4,138.054,14968.83049,0.01496883,210513,"210513 MRC Sample A4Data.csv",NA
